"","Sample","Chromosome","Start_UBR5","End_UBR5","Segment_Mean_UBR5","Start_MYC","End_MYC","Segment_Mean_MYC"
"1179","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G05_778022","8",96226973,102980362,0.4021,122745606,140991025,0.4117
"1180","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G06_778058","8",102181514,108826469,0.1552,114833045,140991025,0.1609
"1181","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G07_778100","8",71307628,114623472,0.0062,114628679,140991025,0.0075
"1182","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G08_778140","8",40926161,145072769,0.0157,40926161,145072769,0.0157
"1183","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G09_778132","8",100489093,110538362,0.6305,125916604,129489852,0.8799
"1184","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G10_778062","8",46000405,106840278,0.2674,119150615,132190597,0.273
"1185","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G11_778054","8",76541358,111282237,0.0724,111288052,145072769,0.0761
"1186","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G12_778082","8",39530780,140991348,0.0099,39530780,140991348,0.0099
"1187","GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_H01_778044","8",92008360,110643108,1.1049,110644089,141323524,1.1303
"1188","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A01_628508","8",101617416,111279265,0.0097,111283031,129611291,0.0143
"1189","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A02_628574","8",102040911,106194928,0.1193,111283031,136366984,0.1317
"1190","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A03_628536","8",69402076,111279265,0.2209,127649708,127742443,1.4421
"1191","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A04_628540","8",63936953,111279265,0.0154,126295912,143222462,0.0131
"1192","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A05_628560","8",85133155,111282417,0.0272,125533955,140952543,0.0119
"1193","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A06_628440","8",43968905,111282852,0.688,111288052,142047413,0.6975
"1194","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A07_628480","8",71304199,102980362,0.0281,119150615,129951013,0.0274
"1195","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A08_628448","8",101613484,111279265,0.0119,111288052,145072769,0.012
"1196","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A09_628530","8",101677091,111282852,0.3726,121080951,140990578,0.3766
"1197","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A10_628572","8",101390097,106671369,0.0088,121287609,140625507,0.0066
"1198","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A11_628590","8",84358447,111282852,0.0118,111283031,140999428,0.0154
"1199","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_A12_628410","8",101390277,102980362,0.005,114882269,136742424,0.0157
"1200","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B01_628512","8",94564122,111279265,1.3493,119008925,134154285,1.3535
"1201","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B02_628416","8",84358447,111279265,0.0086,111283031,145072769,0.0105
"1202","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B03_628532","8",93303110,111282065,-0.0021,111289023,129534110,0.0023
"1203","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B04_628584","8",100651258,103105283,0.4478,127403106,130246289,0.5937
"1204","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B05_628466","8",95411024,111279265,0.0101,111288052,145072769,0.0056
"1205","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B09_628542","8",95380152,111279265,1.3934,127441520,137090817,1.2746
"1206","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B10_628566","8",57025982,136665653,0.0137,57025982,136665653,0.0137
"1207","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B11_628594","8",93156249,103151531,0.6563,115000711,130732098,0.6513
"1208","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B12_628442","8",95850445,111282441,0.0134,119150615,144188443,0.0187
"1209","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C01_628430","8",84358447,110531438,0.7525,111283031,138024398,0.7574
"1210","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C02_628518","8",84358693,131971735,0.0043,84358693,131971735,0.0043
"1211","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C03_628546","8",84358447,111279265,0.4537,111283031,144205728,0.4583
"1212","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C04_628568","8",57858719,111279265,0.0114,111288052,141211775,0.0144
"1213","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C05_628498","8",101382001,111279265,0.6439,126638658,127806155,0.6527
"1214","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C06_628550","8",84358447,106022892,0.008,114629502,141371192,0.017
"1215","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C07_628576","8",72728372,138642384,0.0164,72728372,138642384,0.0164
"1216","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C08_628586","8",97897683,111279265,0.1515,111283031,131561922,0.1538
"1217","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C09_628510","8",39530780,111279265,0.011,111283031,143227585,0.0158
"1218","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C10_628454","8",84358447,111279265,0.2878,111288052,145072769,0.3047
"1219","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C11_628504","8",49305038,111282809,0.0286,111288052,142047413,0.0172
"1220","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C12_628492","8",99410371,106334932,0.5333,106336586,145072769,0.1262
"1221","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D01_628578","8",48675174,141316346,0.0143,48675174,141316346,0.0143
"1222","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D02_628476","8",94545887,111282852,0.4415,111283031,143217284,0.4441
"1223","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D03_628488","8",98131971,111282809,0.0132,123745949,130466194,0.0419
"1224","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D04_628450","8",100658425,111279265,1.1445,126500534,139758235,1.2811
"1225","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D06_628458","8",81254,145072769,0.3611,81254,145072769,0.3611
"1226","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D07_628432","8",40335391,141200237,0.0247,40335391,141200237,0.0247
"1227","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D08_628516","8",102041063,111279265,0.1023,111283031,141332583,0.103
"1228","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D09_628436","8",46634473,111279265,0.0144,111288052,141239137,0.0136
"1229","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D10_628478","8",84358447,137811491,0.014,84358447,137811491,0.014
"1230","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D11_628538","8",48329977,137437171,0.0066,48329977,137437171,0.0066
"1231","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E01_628406","8",102040911,106236002,0.0068,114660731,142143283,0.0138
"1232","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E02_628526","8",40926161,111279265,0.2073,111288052,145072769,0.2109
"1233","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E03_628452","8",84359094,102587468,0.0144,124746490,145072769,0.0113
"1234","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E04_628414","8",69007147,111279265,0.0111,111283031,128744020,0.0084
"1235","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E05_628520","8",92008360,106847912,0.9478,117068542,139191542,0.9514
"1236","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E06_628564","8",71307628,111282852,0.0182,114880744,140916207,0.01
"1237","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E07_628428","8",71307628,111282065,0.0205,114638468,141348766,0.0105
"1238","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E08_628562","8",12624538,141016278,0.0126,12624538,141016278,0.0126
"1239","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E09_628592","8",39505427,145072769,0.0158,39505427,145072769,0.0158
"1240","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E11_628412","8",85514638,111279265,1.4496,118126673,128590463,1.4153
"1241","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E12_628474","8",98826457,104492909,0.5677,123977120,134040526,0.568
"1242","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F01_628486","8",76760212,111282852,0.0227,111288052,137930776,0.0272
"1243","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F02_628404","8",40926161,119142545,0.01,120210119,140159398,0.0072
"1244","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F03_628484","8",78104121,107960099,0.4781,115205371,130835623,0.4787
"1245","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F04_628438","8",93311316,104330599,0.1722,127074398,129724608,0.6358
"1246","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F05_628558","8",50126018,111282852,0.0057,111288052,145072769,0.011
"1247","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F06_628482","8",94548810,111279265,0.0361,114660731,138185737,0.0382
"1248","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F07_628408","8",72728372,145072769,0.0161,72728372,145072769,0.0161
"1249","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F08_628494","8",92584934,111282852,0.898,111288052,134068916,0.9418
"1250","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F09_628472","8",101782294,105962834,0.0993,122458348,135775049,0.0813
"1251","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F10_628470","8",95259041,111279265,1.0628,127717358,128606990,1.0258
"1252","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F11_628444","8",78620495,111282852,0.3332,111283031,129612742,0.3472
"1253","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F12_628570","8",101957908,110285728,1.294,125000892,128750889,1.181
"1254","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G01_628418","8",53427417,111282852,0.0188,111288052,145072769,0.0162
"1255","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G02_628468","8",72263677,111269714,0.1098,111282973,141405338,0.1129
"1256","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G03_628460","8",58315735,111282852,0.0067,122154657,135057762,0.0311
"1257","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G04_628506","8",71307628,119139771,0.0135,119151486,128744020,0.0175
"1258","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G05_628446","8",68952233,136670116,0.723,68952233,136670116,0.723
"1259","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G06_628580","8",102008163,102423489,1.1012,111288052,143616987,1.0782
"1260","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G07_628582","8",51974981,102980362,0.4343,114638468,134242374,0.4568
"1261","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G08_628514","8",63936561,141406880,0.0075,63936561,141406880,0.0075
"1262","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G09_628500","8",101617168,111282809,0.5942,127510669,137525581,0.5991
"1263","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G10_628528","8",58407141,119139771,-0.009,119150615,145072769,0.0022
"1264","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G11_628588","8",55956526,111279265,0.014,114638468,134865872,2e-04
"1265","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_G12_628522","8",63936953,111282852,0.0091,111288052,139590373,0.0086
"1266","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H01_628524","8",92347516,104335589,0.3802,111288052,132803481,0.4423
"1267","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H02_628426","8",97569586,103166538,-0.0141,114859606,134852236,-0.0027
"1268","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H03_628502","8",94567558,102980362,0.5424,119150615,139591259,0.5383
"1269","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H04_628552","8",71307628,111279265,0.009,111288052,143616987,0.0083
"1270","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H05_628424","8",25126735,145072769,-0.0717,25126735,145072769,-0.0717
"1271","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H06_628534","8",71307628,103833192,0.0145,111288052,133161042,0.0145
"1272","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H07_628464","8",85837105,111282050,0.0094,123604556,141356600,0.0153
"1273","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H08_628434","8",651043,145072769,0.0124,651043,145072769,0.0124
"1274","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H09_628554","8",91171339,103948841,0.5943,124094162,127935770,0.5677
"1275","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H10_628490","8",46196447,111276327,0.1065,114879450,134270156,0.1218
"1276","HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H12_628496","8",45951913,102423489,0.6536,111288052,140606532,0.6553
"1277","HEIGH_p_TCGAb418_19_21_BCR_NSP_GenomeWideSNP_6_G02_1485642","8",94547824,111279265,-5e-04,122050320,143105500,-0.0077
"1278","HEIGH_p_TCGAb418_19_21_BCR_NSP_GenomeWideSNP_6_G03_1485768","8",74415359,105103510,-0.0048,125504579,141423771,6e-04
"1279","HEIGH_p_TCGAb418_19_21_BCR_NSP_GenomeWideSNP_6_G04_1485732","8",78360097,140607289,-0.0031,78360097,140607289,-0.0031
"1280","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_E02_808558","8",90160648,110371987,0.0955,122664426,135192443,0.0851
"1281","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_E03_808682","8",55916701,141450858,0.0189,55916701,141450858,0.0189
"1282","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_E04_808552","8",97610356,103678712,0.8707,111288052,139298438,0.8503
"1283","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_E05_808650","8",83897266,111282417,0.0179,111288052,145072769,0.0149
"1284","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_F09_808632","8",77844408,145072769,0.0109,77844408,145072769,0.0109
"1285","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_F10_808658","8",46517387,120657786,0.0133,121415038,136665653,0.0117
"1286","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_F11_808718","8",39530780,111282065,0.3415,111288052,128744020,0.3486
"1287","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_F12_808622","8",39530780,106378113,0.0147,111288052,142407652,0.0164
"1288","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_G12_808640","8",91641512,131394713,0.293,91641512,131394713,0.293
"1289","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_H01_808616","8",71308086,111282237,0.0079,114628679,128743214,0.0139
"1290","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_H02_808638","8",94545887,108733828,0.0411,114638468,140990666,0.045
"1291","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_H03_808600","8",84984685,143302518,0.0429,84984685,143302518,0.0429
"1292","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_H09_808542","8",77572971,145072769,0.0174,77572971,145072769,0.0174
"1293","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_H10_808570","8",81254,145072769,0.0071,81254,145072769,0.0071
"1294","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_H11_808584","8",73992699,141041556,0.0121,73992699,141041556,0.0121
"1295","HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_H12_808602","8",71307628,111279265,0.014,111288052,145072769,0.0163
"1296","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A01_741562","8",46012500,140454006,0.0763,46012500,140454006,0.0763
"1297","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A02_741404","8",71304266,103678365,0.013,111289023,128744020,0.008
"1298","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A03_741472","8",84358447,106840278,0.0117,114765834,140993377,0.0117
"1299","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A04_741458","8",39531496,145072769,0.0158,39531496,145072769,0.0158
"1300","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A05_741580","8",57649027,140991025,0.0887,57649027,140991025,0.0887
"1301","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A06_741506","8",57463019,111279265,0.0128,111289023,144182542,0.0126
"1302","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A07_741428","8",96331740,102446496,0.6973,126791041,128082343,0.5816
"1303","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A08_741564","8",94545887,111282237,0.0197,116056714,128104287,0.0214
"1304","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A09_741454","8",39531496,145072769,0.0122,39531496,145072769,0.0122
"1305","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A10_741498","8",101942774,104030312,-0.131,127575631,128187253,0.1731
"1306","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A11_741394","8",40926161,141491390,0.0101,40926161,141491390,0.0101
"1307","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B01_741514","8",43600100,111279123,0.2343,111288052,141833903,0.2459
"1308","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B02_741474","8",46958357,128744020,0.0138,46958357,128744020,0.0138
"1309","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B03_741420","8",50126018,128744020,0.0142,50126018,128744020,0.0142
"1310","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B04_741496","8",101716131,102635728,0.9265,126883679,127832475,0.7897
"1311","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B05_741438","8",39530780,145072769,0.0119,39530780,145072769,0.0119
"1312","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B06_741410","8",61489435,111279265,0.132,111288052,137964765,0.1378
"1313","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B07_741484","8",39529446,114622258,0.0134,114638468,128744020,0.0119
"1314","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B08_741452","8",71307628,111282809,-0.0375,127390018,145072769,-0.0371
"1315","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B09_741578","8",67636959,143610163,0.0133,67636959,143610163,0.0133
"1316","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B10_741426","8",77680268,111282852,0.599,127588837,138677633,0.6119
"1317","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B11_741538","8",73184727,127359440,0.06,127361119,127973398,0.8057
"1318","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B12_741446","8",85645184,111282441,0.0152,111283031,145072769,0.0126
"1319","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C01_741518","8",40335391,141316346,0.0097,40335391,141316346,0.0097
"1320","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C03_741400","8",94545887,111282441,0.6868,114047119,145072769,0.6837
"1321","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C04_741390","8",71307628,111279265,0.3682,111288052,143213907,0.3736
"1322","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C05_741490","8",46007651,111282809,0.0097,111283031,143209006,0.0095
"1323","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C06_741526","8",94545887,111282852,0.0158,111283031,136665653,0.01
"1324","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C07_741416","8",56872429,110154050,0.1223,122057480,136825395,0.1303
"1325","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C08_741540","8",57463019,106934492,0.0233,114638468,140711719,0.0229
"1326","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C09_741444","8",40335391,145072769,0.0099,40335391,145072769,0.0099
"1327","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C11_741500","8",71307628,111282441,0.0141,114638468,136881227,0.0103
"1328","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C12_741462","8",94244675,102418179,0.3474,111237377,130835623,0.3497
"1329","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D01_741430","8",84919109,106936255,0.3243,114638468,141217755,0.3336
"1330","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D02_741476","8",46637164,106934492,0.0022,114642539,136779584,0.0035
"1331","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D04_741560","8",100148989,109723614,0.6729,127361119,127973398,3.0431
"1332","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D05_741552","8",102045809,102722012,0.9286,127441520,127846306,1.2658
"1333","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D06_741530","8",97269684,103625754,0.0545,126133001,128081590,-0.2789
"1334","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D07_741570","8",94564122,103611623,0.5156,127390018,128744020,0.1266
"1335","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D08_741406","8",94564122,102475661,1.0144,126516916,128178148,0.9488
"1336","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D09_741542","8",98358665,105005456,0.1615,127441520,130175957,0.1254
"1337","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D11_741488","8",100837984,102836380,1.0261,114638468,128744020,1.2241
"1338","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D12_741434","8",71303076,114527521,0.6851,114665177,128744020,0.6932
"1339","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E01_741486","8",98707262,111279265,0.4475,126905826,129400192,0.8431
"1340","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E02_741534","8",77671682,111279265,0.6667,127588957,140384297,0.6779
"1341","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E03_741536","8",102108427,106236002,0.0121,111288052,143217284,0.0043
"1342","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E04_741512","8",84358447,111282237,0.0061,111283031,128582669,0.0106
"1343","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E05_741408","8",71307628,111282852,0.014,111283031,141309970,0.0114
"1344","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E06_741482","8",57463019,106010127,-0.0417,114338588,136768192,0.5118
"1345","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E07_741442","8",75186328,141323524,0.2918,75186328,141323524,0.2918
"1346","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E08_741470","8",46517387,112018238,0.0044,112021932,145072769,0.0603
"1347","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E09_741480","8",40335391,111282065,0.0091,111288052,139591259,0.0096
"1348","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E10_741550","8",94545887,111282809,0.0891,114638468,141215063,0.0869
"1349","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E11_741424","8",40336910,111282809,0.012,114638468,145072769,0.0111
"1350","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E12_741548","8",6975846,145072769,-0.0263,6975846,145072769,-0.0263
"1351","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F01_741460","8",63937166,145072769,0.0331,63937166,145072769,0.0331
"1352","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F02_741574","8",99034464,106846305,0.046,114879450,140991025,0.0533
"1353","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F03_741528","8",74416300,140927546,-0.0445,74416300,140927546,-0.0445
"1354","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F04_741576","8",78276379,106846305,0.0015,114628679,143622987,0.0086
"1355","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F05_741516","8",84358447,106840278,2e-04,114611050,145072769,0.0131
"1356","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F06_741464","8",94545764,111279265,0.9045,127321318,134052663,0.6783
"1357","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F07_741402","8",94564122,111282050,1.3634,119150615,143222462,1.3475
"1358","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F08_741510","8",84358457,111279265,0.0235,111288052,145072769,0.0341
"1359","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F09_741494","8",39530780,145072769,0.0109,39530780,145072769,0.0109
"1360","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F10_741478","8",84358566,111282809,0.0044,111283031,145072769,0.0063
"1361","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F11_741412","8",94545887,145072769,0.0152,94545887,145072769,0.0152
"1362","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F12_741392","8",101993047,111282237,0.2679,126606181,129852567,-0.4105
"1363","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G01_741522","8",94545887,111279265,0.5307,111288052,145072769,0.5454
"1364","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G02_741418","8",71307628,139141133,0.0112,71307628,139141133,0.0112
"1365","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G03_741556","8",46261373,141029001,0.0083,46261373,141029001,0.0083
"1366","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G04_741546","8",57437208,111282237,0.0108,111283031,143217284,0.0058
"1367","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G05_741532","8",71307628,107374214,0.0134,124746490,139141133,0.0125
"1368","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G06_741568","8",40926161,111282852,0.0141,124744478,141574208,0.0137
"1369","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G07_741468","8",75708416,143217284,0.6956,75708416,143217284,0.6956
"1370","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G08_741502","8",102045965,103132537,1.1672,114238687,131045423,1.1437
"1371","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G09_741414","8",57649004,114619814,0.013,114638468,143213907,0.0122
"1372","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G10_741566","8",78276379,111282237,0.0113,111283031,137810080,0.0073
"1373","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G11_741466","8",39531260,111282417,0.009,114638468,130835623,0.0065
"1374","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G12_741544","8",39529446,111282809,0.0116,114638468,139591259,0.0124
"1375","HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_H01_741520","8",94564122,105051328,1.2991,127376626,127838310,1.7416
